_id,Loại dự án,Tên dự án,Đường,Thành phố,Chủ đầu tư,Trạng thái,Diện tích(m²),Ngày đăng,Tổng vốn đầu tư(tỷ đồng),Xếp hạng,Mô tả
66f8fd898ac175583333ea1d,Căn hộ chung cư,Vũng Tàu Centre Point: Dự án chung cư tại Vũng Tàu,đường 2/9 và Nguyễn Hữu Cảnh,Khu đô thị Chí Linh,Công ty Cổ phần Xây dựng DIC Holdings,Đang mở bán,7482.07,12/01/2024 3:52 PM,chưa cập nhật,3.3,"Vũng Tàu Centre Point có vị trí tọa lạc tại đường 2/9 và Nguyễn Hữu Cảnh, Khu đô thị Chí Linh, phường Nguyễn An Ninh, thành phố Vũng Tàu, tỉnh Bà Rịa – Vũng Tàu. Dự án có phía Bắc giáp cảng dầu khí, phía Nam giáp khu Fairyland và công viên thể thao, phía Tây giáp khu dân cư Nam Sân Bay, phía Đông giáp khu dân cư hiện hữu."
66f8fd8b8ac175583333ea1e,Khu Đô Thị,Trúc Quyên Land: Dự án khu nhà ở thương mại &amp; giải trí tại Tân Uyên,đường ĐT746,TP. Tân Uyên,Công ty TNHH Thương mại Dịch vụ Bất động sản Trúc Quyên,Đang mở bán,31199.998,26/05/2023 6:30 PM,2000.0,5.0,"Trúc Quyên Land có vị trí nằm tại mặt tiền đường ĐT746, khu phố Long Bình, phường Khánh Bình, thành Phố Tân Uyên, Bình Dương. Dự án là cầu nối giao thương với các trục đường giao thông quan trọng trong vùng như đường tạo lực Bắc Tân Uyên - Phú Giáo - Bàu Bàng và đường Vành đai 4, rút ngắn thời gian đi lại đến các khu vực lân cận."
66f8fd8d8ac175583333ea1f,Căn hộ chung cư,Dragon E-Home: Dự án nhà ở xã hội tại Quận 9,đường 990,Quận 9 - TP. Thủ Đức,Công ty Cổ phần Địa ốc Phú Long,Đang mở bán,19000.0,29/05/2023 9:26 AM,chưa cập nhật,3.3,"Dragon E-Home là dự án thuộc Khu đô thị Dragon Village, có vị trí tọa lạc tại mặt tiền đường 990, phường Phú Hữu, Quận 9, thành phố Thủ Đức, Hồ Chí Minh. Dự án cạnh các tuyến đường lớn như Nguyễn Duy Trinh, Võ Chí Công, cao tốc Hồ Chí Minh – Long Thành -  Dầu giây, thuận tiện di chuyển trong khu vực thành phố và các tỉnh lân cận."
66f8fd8f8ac175583333ea20,Đất Nền Dự Án,Phố chợ Hàng Rượu: Dự án khu đô thị tại Quảng Ngãi,đường Nguyễn Văn Linh,TP. Quảng Ngãi,Công ty TNHH Đầu tư Sông Trà,Đang mở bán,62372.5,19/05/2023 2:50 PM,128.0,3.0,"Phố chợ Hàng Rượu có vị trí tọa lạc tại tuyến đường Nguyễn Văn Linh, thị trấn Tịnh Sơn, thành phố Quảng Ngãi, tỉnh Quảng Ngãi. Dự án là cửa ngõ phía Bắc của thành phố, cũng là điểm kết nối đến các khu công nghiệp như Dung Quất, Vsip và Tịnh Phong."
66f8fd918ac175583333ea21,Bất Động Sản Nghỉ Dưỡng,Vĩnh Hội: Dự án khu du lịch khách sạn nghỉ dưỡng tại Bình Định,thôn Vĩnh Hội,Phù Cát,Công ty Cổ phần Du lịch và Khách sạn Việt - Mỹ,Đang mở bán,2360000.0,22/05/2023 4:06 PM,6000.0,chưa có đánh giá,"Khu du lịch khách sạn nghỉ dưỡng Vĩnh Hội có vị trí tọa lạc tại thôn Vĩnh Hội, xã Cát Hải, huyện Phù Cát, tỉnh Bình Định. Dự án được trải dài 2,7 km đường bờ biển, cách sân bay Quốc tế Phù Cát 27 km và cách thành phố Quy Nhơn 28 km."
66f8fd948ac175583333ea22,Đất Nền Dự Án,Mỹ Khánh - Chợ Chè: Dự án khu dân cư tại Thái Nguyên,Quốc lộ 13,Phú Lương,Công ty Cổ phần Sao Hồng Thái Nguyên,Đang mở bán,14000.0,23/05/2023 2:30 PM,chưa cập nhật,3.0,"Khu dân cư Mỹ Khánh - Chợ Chè có vị trí nằm tại Quốc lộ 13, xã Phấn Mễ, huyện Phú Lương, tỉnh Thái Nguyên. Dự án là điểm kết nối những tuyến đường huyết mạch phía Bắc thủ đô trong bán kính 15 phút di chuyển như Quốc lộ 3C, Quốc lộ 1B, Quốc lộ 37, cao tốc Thái Nguyên – Chợ Mới thuận tiện di chuyển đến các tỉnh Lân Cận."
66f8fd978ac175583333ea23,Đất Nền Dự Án,Đào Gia Viên: Dự án khu dân cư tại Bình Phước,ấp Văn Hiên 1,xã Phước An,Công ty TNHH Địa ốc Đào Hoa,Đang mở bán,54830.0,23/05/2023 5:37 PM,chưa cập nhật,3.0,"Khu dân cư Đào Gia Viên có vị trí nằm tại ấp Văn Hiên 1, xã Phước An, huyện Hơn Quản, tỉnh Bình Phước. Dự án các tuyến đường Quốc lộ 13 khoảng 6 km, thuận tiện cho việc di chuyển đến trung tâm thị xã Bình Long và các vùng lân cận."
66f8fd9c8ac175583333ea24,Đất Nền Dự Án,The Sky Riverside: Dự án đất nền tại Long An,đường Đinh Đức Thiện,Cần Đước,Công ty Cổ phần Thương mại Dịch vụ Xây dựng & Xuất nhập khẩu Trung Thành,Đang mở bán,167000.0,11/05/2023 5:39 PM,chưa cập nhật,3.0,"The Sky Riverside có vị trí tọa lạc tại mặt tiền đường Đinh Đức Thiện, xã Long Trạch, huyện Cần Đước, tỉnh Long An. Dự án thuộc Khu công nghiệp Cầu Tràm, giáp ranh với huyện Bình Chánh, thành phố Hồ Chí Minh."
66f8fd9e8ac175583333ea25,Căn hộ chung cư,Glory Heights: Phân khu căn hộ tại dự án Vinhomes Grand Park Thủ Đức,đường Nguyễn Xiển,Quận 9 - TP. Thủ Đức,Công ty TNHH Kinh doanh Bất động sản MV1 Việt Nam,Đang mở bán,31175.0,15/08/2023 10:58 AM,chưa cập nhật,chưa có đánh giá,"Glory Heights là phân khu thuộc dự án Vinhomes Grand Park tọa lạc tại mặt đường Nguyễn Xiển, phường Long Bình – Long Thạnh Mỹ, thành phố Thủ Đức."
66f8fda08ac175583333ea26,Căn hộ chung cư,TK2 - Maison Détox: Dự án căn hộ tại Vinhomes Smart City,Khu đô thị Vinhomes Smart City,Nam Từ Liêm,Công ty Cổ phần Vinhomes,Đang mở bán,chưa cập nhật,12/05/2023 12:48 PM,chưa cập nhật,chưa có đánh giá,"TK2 - Maison Détox là dự án thuộc phân khu The Tonkin, là phân khu  tại Khu đô thị Vinhomes Smart City, nằm tại phường Tây Mỗ, quận Nam Từ Liêm, thành phố Hà Nội. Từ dự án kết nối thuận tiện đến các tuyến đường lớn của thành phố như Đại lộ Thăng Long và đường Tây Mỗ."
66f8fda38ac175583333ea27,Căn hộ chung cư,Pink Star City: Dự án nhà ở xã hội tại Bắc Ninh,Quốc lộ 18,TX. Quế Võ,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Sao Hồng,Đang mở bán,19000.0,23/05/2023 9:10 AM,275.5,chưa có đánh giá,"Pink Star City (chung cư Sao Hồng) có vị trí tọa lạc tại Quốc lộ 18, xã Việt Hùng, huyện Quế Võ, tỉnh Bắc Ninh. Dự án nằm ngay điểm giao nhau giữa Quốc lộ 17 và Quốc lộ 18, cách Khu công nghiệp Quế Võ 6 km và cách trung tâm thành phố Bắc Ninh khoảng 10 km"
66f8fda78ac175583333ea28,Khu Đô Thị,Phố Chợ Tịnh Phong: Dự án khu đô thị tại Quảng Ngãi,Quốc lộ 1A,Sơn Tịnh,Công ty Cổ phần Đầu tư Và Phát triển Hợp Nghĩa,Đang mở bán,133600.0,15/05/2023 2:30 PM,chưa cập nhật,3.0,"Khu đô thị Phố Chợ Tịnh Phong có vị trí tọa lạc tại mặt tiền đường Quốc lộ 1A, xã Tịnh Phong, huyện Sơn Tịnh, tỉnh Quảng Ngãi. Dự án có phía Đông và phía Bắc giáp cụm công nghiệp Tịnh Phong, phía Tây giáp khu dân cư hiện hữu, phía Nam giáp khu dịch vụ hỗn hợp Vsip Quảng Ngãi."
66f8fda98ac175583333ea29,Khu Đô Thị,Haruka: Dự án nhà phố tại Khu đô thị Midori Park,đường Võ Nguyên Giáp,TP. Thủ Dầu Một,Công ty TNHH Becamex Tokyu (BECAMEX TOKYU),Đang mở bán,60000.0,15/05/2023 6:47 PM,chưa cập nhật,3.0,"Haruka là dự án đầu tiên được xây dựng trong Khu đô thị vườn Midori Park, có vị trí tọa lạc tại mặt tiền đường Võ Nguyên Giáp, phường Hòa Lợi, thành phố Thủ Dầu Một, tỉnh Bình Dương."
66f8fdad8ac175583333ea2a,Bất Động Sản Nghỉ Dưỡng,Flamingo Golden Hill: Dự án khu đô thị tại Hà Nam,Quốc lộ 21A,Kim Bảng,Tập đoàn Flamingo (Flamingo Group),Đang mở bán,65000.0,16/05/2023 3:05 PM,chưa cập nhật,3.0,"Flamingo Golden Hill có vị trí tọa lạc tại Quốc lộ 21A, thị trấn Ba Sao, huyện Kim Bảng, tỉnh Hà Nam. Dự án nằm trong quần thể du lịch tâm linh, đối diện chùa Tam Chúc, cách trung tâm thành phố Hà Nội khoảng 45 phút di chuyển."
66f8fdaf8ac175583333ea2b,Đất Nền Dự Án,Quảng Ngãi Central Point: Dự án đất nền tại Quảng Ngãi,đường Lê Quý Đôn,TP. Quảng Ngãi,Công ty Cổ phần Đầu tư Xây dựng Thương mại Trần Gia Hân,Đang mở bán,49500.0,16/05/2023 5:35 PM,47.0,3.0,"Quảng Ngãi Central Point có vị trí tọa lạc tại đường Lê Quý Đôn, phường Nghĩa Lộ, thành phố Quảng Ngãi, tỉnh Quảng Ngãi. Dự án nằm gần kề bùng binh ngã năm mới, nơi giao nhau của các tuyến đường lớn như Nguyễn Trãi, Lê Lợi, Nguyễn Công Phương, Chu Văn An thuận lợi cho việc di chuyển trong thành phố."
66f8fdb28ac175583333ea2c,Căn hộ chung cư,TTB RiverSide: Dự án khu đô thị tại Thái Nguyên,tổ 14,TP. Thái Nguyên,Công ty Cổ phần Tập đoàn Tiến Bộ,Đang mở bán,122891.0,17/05/2023 2:26 PM,1369.0,chưa có đánh giá,"TTB RiverSide (hay còn gọi là TBCO3 mở rộng) có vị trí tọa lạc tại tổ 14, phường Quang Vinh, thành phố Thái Nguyên, tỉnh Thái Nguyên. Dự án nằm cạnh tuyến đường Quốc lộ 37 nối liền đến Quốc lộ 1B và Quốc lộ 3, thuận tiện di chuyển đến các khu vực trong vùng và các tỉnh lân cận."
66f8fdb58ac175583333ea2d,Căn hộ chung cư,The Maison: Dự án căn hộ tại Bình Dương,đường Phan Bội Châu,TP. Thủ Dầu Một,Công ty Cổ phần C-Holdings,Đang mở bán,5607.4,18/05/2023 7:11 AM,chưa cập nhật,3.0,"The Maison có vị trí tọa lạc tại mặt tiền đường Phan Bội Châu, phường Phú Thọ, TP Thủ Dầu Một, tỉnh Bình Dương. Dự án nằm cạnh sông Sài Gòn tại bến cảng duy nhất của TP Thủ Dầu Một, thuận lợi cho việc giao thông cả đường thủy và đường bộ."
66f8fdb68ac175583333ea2e,Đất Nền Dự Án,Kè Bắc sông Trà Bồng: Dự án khu dân cư tại Quảng Ngãi,đường Trần Công Hiến nối dài,Bình Sơn,Công ty TNHH Xây dựng Thương mại Phú Đại Phát,Đang mở bán,421174.0,18/05/2023 4:07 PM,chưa cập nhật,chưa có đánh giá,"Khu dân cư Kè Bắc sông Trà Bồng có vị trí tại đường Trần Công Hiến nối dài, thị trấn Châu Ổ và xã Bình Trung, huyện Bình Sơn, tỉnh Quảng Ngãi. Dự án có phía Bắc giáp sông Trà Bồng và đường Trần Công Hiến kéo dài; phía Đông giáp sông Trà Bồng, phía Nam giáp đất nông nghiệp, phía Tây giáp đường Trần Công Hiến nối dài."
66f8fdb88ac175583333ea2f,Nhà Phố - Biệt Thự,Emeria: Dự án khu biệt thự tại quận 2,đường Võ Chí Công,Quận 2 - TP. Thủ Đức,Công ty TNHH Đầu tư Kinh doanh Nhà Đoàn Nguyên,Đang mở bán,60732.0,04/05/2023 6:43 PM,chưa cập nhật,chưa có đánh giá,"Emeria có vị trí nằm tại mặt tiền đường Võ Chí Công, phường Bình Trưng Đông, quận 2, thành phố Thủ Đức, thành phố Hồ Chí Minh. Từ dự án, tiếp cận nhanh chóng đến tuyến đường cao tốc Hồ Chí Minh – Long Thành – Dầu Giây và tuyến đường Đồng Văn Cống hướng đến phà Cát Lái."
66f8fdba8ac175583333ea30,Khu Đô Thị,Nhà vườn kiểu Mỹ: Phân khu tại dự án Vịnh An Hòa City,đường Võ Chí Công,Núi Thành,Công ty Cổ phần Đầu tư Chu Lai Hội An,Đang mở bán,chưa cập nhật,05/05/2023 1:23 PM,chưa cập nhật,chưa có đánh giá,"Nhà vườn kiểu Mỹ có vị trí tọa lạc tại đường Võ Chí Công, xã Tam Hiệp, huyện Núi Thành, tỉnh Quảng Nam. Dự án nằm liền kề Quốc lộ 1A và bên bờ sông Trường Giang, sở hữu tuyến giao thông quan trọng kết nối đến thành phố Hội An và Đà Nẵng."
66f8fdbc8ac175583333ea31,Khu Đô Thị,Hải An Center: Dự án khu phức hợp thương mại tại Hải Phòng,đường Liên Phường,Hải An,Công ty Cổ phần Đầu tư H2H Việt Nam,Đang mở bán,118500.0,05/05/2023 5:41 PM,chưa cập nhật,chưa có đánh giá,"Hải An Center có vị trí tọa lạc tại đường Liên Phường, phường Nam Hải, quận Hải An, thành phố Hải Phòng. Dự án nằm ngay cạnh tuyến Đại lộ Đông Tây và liên thông đến các tuyến đường huyết mạch tại thành phố Hải Phòng như Quốc lộ 5B, đường Chùa Vẽ, đường Ngô Gia Tự, thuận tiện di chuyển đến các khu vực trong thành phố."
66f8fdbe8ac175583333ea32,Căn hộ chung cư,X2 Đại Kim: Dự án chung cư tại Hà Nội,đường Trịnh Đình Cửu,Hoàng Mai,Tổng công ty Đầu tư phát triển Nhà và Đô thị Bộ Quốc phòng,Đang mở bán,16377.0,06/05/2023 11:58 AM,1621.0,1.0,"X2 Đại Kim có vị trí tọa lạc tại mặt tiền đường Trịnh Đình Cửu, phường Đại Kim, quận Hoàng Mai, thành phố Hà Nội. Dự án nằm trong khu vực trung tâm quận Hoàng Mai, nơi kết nối giữa 3 quận nội thành như Thanh Xuân, Hoàng Mai và Hai Bà Trưng, thuận tiện di chuyển vào khu vực trung tâm thành phố."
66f8fdc18ac175583333ea33,Căn hộ chung cư,Sơn An Plaza: Dự án căn hộ chung cư tại Biên Hòa,đường Đồng Khởi,TP.Biên Hòa,Công ty Cổ phần Đầu tư Phát triển Đô thị Sơn An,Đang mở bán,6379.0,09/05/2023 11:59 AM,314.0,chưa có đánh giá,"Sơn An Plaza có vị trí tọa lạc tại đường Đồng Khởi, phường Tam Hòa, thành phố Biên Hòa, tỉnh Đồng Nai. Từ dự án, kết nối nhanh chóng đến tuyến đường Nguyễn Ái Quốc, Xa lộ Hà Nội (Quốc lộ 1A) và tuyến đường Khu công nghiệp Amata, thuận tiện cho việc di chuyển trong thành phố Biên Hòa và đến thành phố Hồ Chí Minh."
66f8fdc58ac175583333ea34,Đất Nền Dự Án,Bắc Sông Hương: Dự án khu dân cư tại Hải Dương,Thanh Hà,Hải Dương,Công ty Cổ phần Tập đoàn AH,Đang mở bán,97966.0,27/04/2023 8:19 AM,125.0,chưa có đánh giá,"Khu dân cư Bắc Sông Hương có vị trí tại xã Tân Việt, huyện Thanh Hà, tỉnh Hải Dương. Dự án có phía Bắc giáp khu dân cư mới, phía Nam giáp ruộng canh tác, phía Đông giáp khu dân cư thôn Lam Sơn, phía Tây giáp ruộng canh tác."
66f8fdc78ac175583333ea35,Căn hộ chung cư,Athome Diamond: Dự án chung cư tại Bình Dương,TP. Thuận An,Bình Dương,Công ty Cổ phần Đầu tư Phát triển Đô thị A&T Bình Dương,Đang mở bán,7684.0,27/04/2023 2:48 PM,chưa cập nhật,chưa có đánh giá,"Athome Diamond có vị trí tọa lạc tại phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương. Với lợi thế tiếp giáp quốc lộ 13 đang được nâng cấp mở rộng lên 08 làn xe và là vị trí cửa ngõ đi vào thành phố Thuận An – nơi giao điểm của các thành phố lớn gồm Thủ Đức - Thủ Dầu Một - Dĩ An - Biên Hoà."
66f8fdc98ac175583333ea36,Căn hộ chung cư,Rice City Linh Đàm: Dự án nhà ở xã hội tại Hà Nội,phố Bùi Quốc Khải,Hoàng Mai,Công ty Cổ phần BIC Việt Nam,Đang mở bán,22000.0,27/04/2023 7:04 PM,chưa cập nhật,chưa có đánh giá,"Rice City Linh Đàm có vị trí tọa lạc tại phố Bằng Liệt, quận Hoàng Mai, thành phố Hà Nội. Dự án nằm trong Khu đô thị mới Tây Nam Linh Đàm, cách trung tâm Hà Nội khoảng 5 km, gần bến xe Nước Ngầm và bến xe Giáp Bát."
66f8fdcc8ac175583333ea37,Bất Động Sản Nghỉ Dưỡng,Sunset Town: Dự án tổ hợp tại Phú Quốc,bờ Tây Nam của Phú Quốc,TP. Phú Quốc,Công ty Cổ phần Tập đoàn Mặt Trời (Sun Group),Đang mở bán,399000.0,13/06/2023 1:39 PM,chưa cập nhật,chưa có đánh giá,"Sunset Town Phú Quốc (Thị trấn Hoàng Hôn) có vị trí tại bờ Tây Nam của Phú Quốc, thuộc Phường An Thới, thành phố Phú Quốc, tỉnh Kiên Giang. Dự án năm liền kề tuyến đường Nguyễn Văn Cừ, kết nối trực tiếp đến cảng hàng không Phú Quốc."
66f8fdcf8ac175583333ea38,Khu Đô Thị,Eco Retreat: Dự án khu đô thị sinh thái tại Long An,Bến Lức,Long An,Công ty Cổ phần Tập đoàn Ecopark,Đang mở bán,2200500.0,03/05/2023 1:05 PM,13981.0,chưa có đánh giá,"Eco Retreat có vị trí tọa lạc tại xã Thanh Phú, huyện Bến Lức, tỉnh Long An. Dự án là điểm kết nối giữa Long An và thành phố Hồ Chí Minh, cách quận Bình Tân chỉ hơn 5 km và cách sân bay Tân Sơn Nhất chỉ khoảng 28 km."
66f8fdd18ac175583333ea39,Căn hộ chung cư,Skypark Atria Saigon: Dự án khu căn hộ tại quận 2,số 800 đường Đồng Văn Cống,Quận 2 - TP. Thủ Đức,Công ty Cổ phần Đầu tư Dịch vụ Thương mại Bách Lộc,Đang mở bán,9712.7,03/05/2023 6:09 PM,chưa cập nhật,1.0,"Skypark Atria Saigon có vị trí tọa lạc tại số 800 đường Đồng Văn Cống, phường Thạnh Mỹ Lợi, quận 2, thành phố Thủ Đức , thành phố Hồ Chí Minh. Dự án nằm ngay mặt tuyến đường lớn, kết nối đến tuyến đường trung tâm như Mai Chí Thọ, Nguyễn Chí Công, thuận tiện di chuyển đến các quận trong thành phố."
66f8fdd28ac175583333ea3a,Căn hộ chung cư,Bcons Polaris: Dự án căn hộ tại Dĩ An,đường Lê Trọng Tấn,TP. Dĩ An,Công ty Cổ phần Đầu tư Xây dựng Bcons,Đang mở bán,3788.0,11/05/2023 3:05 PM,chưa cập nhật,chưa có đánh giá,"Bcons Polaris có vị trí nằm tại mặt tiền đường Lê Trọng Tấn, phường An Bình, thành phố Dĩ An, tỉnh Bình Dương. Dự án nằm liền kề tuyến đường Xa lộ Đại Hàn (Quốc lộ 1A), nối liền đến Ngã tư Bình Phước và cầu vượt Linh Xuân, thuận tiện cho việc di chuyển đến trung tâm thành phố Hồ Chính Minh và tỉnh Đồng Nai."
66f8fdd68ac175583333ea3b,Khu Đô Thị,Thanh Hà Cienco 5: Dự án khu đô thị tại Hà Nội,đường trục phía Nam,Thanh Oai,Công ty Cổ phần Tập đoàn Mường Thanh,Đang mở bán,4160000.0,09/05/2023 9:07 PM,439.1,chưa có đánh giá,"Khu đô thị Thanh Hà Cienco 5 có vị trí tọa lạc tại phường Phú Lương và Kiến Hưng, quận Hà Đông và xã Cự Khê, huyện Thanh Oai, thành phố Hà Nội. Dự án được cắt ngang bởi đường trục phía Nam nối liền đến các tuyến đường Văn Khê, đường Cầu Bươu, đường Nguyễn Trực và tuyến Quốc lộ 6, thuận tiện di chuyển đến các khu vực lân cận trong thành phố."
66f8fdd98ac175583333ea3c,Đất Nền Dự Án,Cổ Dũng: Dự án khu dân cư tại Hải Dương,Quốc lộ 5,Kim Thành,Công ty TNHH Khánh Hòa VN,Đang mở bán,97200.0,10/05/2023 2:57 PM,128.0,chưa có đánh giá,"Khu đô thị mới Cổ Dũng có vị trí nằm tại mặt tiền đường Quốc lộ 5, xã Cổ Dũng và xã Cộng Hòa, huyện Kim Thành, tỉnh Hải Dương. Dự án nằm ngay cạnh hệ thống khu dân cư và đối diện hệ thống nhà máy xí nghiệp, cách thành phố Hải Dương khoảng 15 phút di chuyển theo tuyến đường Quốc lộ 5."
66f8fddb8ac175583333ea3d,Khu Đô Thị,Him Lam Thường Tín: Dự án liền kề và shophouse tại Hà Nội,đường Dương Trực Nguyên,Thường Tín,Công ty Cổ phần Đầu tư Phát triển Bất động sản Kim Cương,Đang mở bán,32826.9,11/05/2023 9:29 AM,678.0,chưa có đánh giá,"Dự án Him Lam Thường Tín có vị trí tọa lạc tại đường Dương Trực Nguyên, thị trấn Thường Tín, huyện THường Tín, thành phố Hà Nội. Dự án nằm liền kề ngay tuyến Quốc lộ 1A và kết nối nhanh chóng đến cao tốc Hà Nội – Ninh Bình thuận tiện cho việc di chuyển trong vùng và đến các tỉnh thành lân cận."
66f8fddd8ac175583333ea3e,Đất Nền Dự Án,HTD City: Dự án khu đô thị tại Thái Nguyên,Quốc lộ 1B,TP. Thái Nguyên,Công ty Cổ phần Lâm sản Thái Nguyên,Đang mở bán,18084.2,24/04/2023 6:24 PM,chưa cập nhật,chưa có đánh giá,"HTD City có vị trí tọa lạc tại tuyến đường Quốc lộ 1B, phường Đồng Bẩm, thành phố Thái Nguyên, tỉnh Thái Nguyên. Dự án nằm ngay bên bờ Sông Cầu, gần kề 2 cây cầu Gia Bảy và Bến Tượng thuận lợi kết nối đến tuyến Quốc lộ 37 và các khu vực lân cận thuộc thành phố Thái Nguyên."
66f8fddf8ac175583333ea3f,Khu Đô Thị,Khu đô thị số 4: Dự án tại Thái Nguyên,Quốc lộ 37,Phú Bình,Công ty Cổ phần Đầu tư Sơn Phúc,Đang mở bán,146578.06,25/04/2023 2:34 PM,561.0,chưa có đánh giá,"Khu đô thị số 4 nằm tại tuyến đường Quốc lộ 37, thị trấn Hương Sơn, huyện Phú Bình, tỉnh Thái Nguyên. Dự án vó phía Bắc giáp đường vành đai V, phía Nam giáp Khu đô thị số 6 thị trấn Hương Sơn, phía Đông giáp ruộng canh tác, phía Tây giáp các khu công cộng, bến xe khách và Quốc lộ 37."
66f8fde28ac175583333ea40,Bất Động Sản Nghỉ Dưỡng,Lumera Beach Phú Quốc: Dự án tổ hợp thương mại du lịch tại Phú Quốc,đường Trần Hưng Đạo,TP. Phú Quốc,Công ty Cổ phần Đầu tư Vinh Phát,Đang mở bán,57000.0,26/04/2023 9:38 AM,chưa cập nhật,3.3,"Lumera Beach Phú Quốc có vị trí tọa lạc tại trục đường Trần Hưng Đạo, xã Dương Tơ, thành phố Phú Quốc, tỉnh Kiên Giang. Dự án nằm ngay cạnh cảng hàng không quốc tế Phú Quốc, gần kề các tuyến đường Xa lộ Phú Quốc và đường Nguyễn Văn cừ, thuận lợi di chuyển đến các khu vực lân cận trong vùng."
66f8fde78ac175583333ea41,Khu Đô Thị,Sơn Tịnh: Dự án khu dân cư tại Quảng Ngãi,đường Võ Nguyên Giáp,Trương Quang Trọng,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Đang mở bán,1026900.0,13/04/2023 1:48 PM,1120.0,chưa có đánh giá,"Khu dân cư Sơn Tịnh có vị trí tọa lạc tại tuyến đường Võ Nguyên Giáp, phường Trương Quang Trọng, thành phố Quảng Ngãi, tỉnh Quảng Ngãi. Dự án với phía Đông giáp hành lang bảo vệ Quốc lộ 1A và kênh Thạch Nham, Phía Tây giáp kênh Bầu Sắt, phía Nam giáp đường Võ Nguyên Giáp, phía Bắc giáp hành lang bảo vệ kênh Thạch Nham."
66f8fde98ac175583333ea42,Bất Động Sản Nghỉ Dưỡng,Makaio Park: Dự án khu đô thị nghỉ dưỡng tại Phú Quốc,biển Bãi Sao và vịnh Ban Mai,TP. Phú Quốc,Công ty Cổ phần Tập đoàn Mặt Trời (Sun Group),Đang mở bán,368800.0,14/04/2023 5:09 PM,chưa cập nhật,chưa có đánh giá,"Makaio Park có vị trí tại phường An Thới, thành phố Phú Quốc, tỉnh Kiên Giang. Dự án nằm ngay bờ biển và liền kề rừng, sở hữu biển Bãi Sao và vịnh Ban Mai, thích hợp cho du lịch và nghỉ dưỡng, cách sân bay Phú Quốc khoảng 25 phút di chuyển."
66f8fdea8ac175583333ea43,Khu Đô Thị,The Centre House: Dự án khu đô thị tại Nhơn Trạch,đường Tôn Đức Thắng,Nhơn Trạch,Công ty Cổ phần Lilama 45.1,Đang mở bán,68664.0,17/04/2023 9:42 AM,chưa cập nhật,chưa có đánh giá,"The Centre House có vị trí tọa lạc tại mặt tiền đường Tôn Đức Thắng, xã Long Tân, huyện Nhơn Trạch, tỉnh Đồng Nai. Dự án nằm ngay cạnh UBND huyện Nhơn Trạch và gần kề cụm công nghiệp Nhơn Trạch."
66f8fdec8ac175583333ea44,Căn hộ chung cư,Poulo Condor: Dự án khu căn hộ du lịch và khách sạn tại Côn Đảo,đường Cỏ Ống,Côn Đảo,Công ty Cổ phần Phát triển Bất Động Sản Phát Đạt,Đang mở bán,120000.0,17/04/2023 3:18 PM,8282.0,chưa có đánh giá,"Poulo Condor có vị trí tọa lạc tại Bãi Vông, đường Cỏ Ống, thị trấn Côn Đảo, huyện Côn Đảo, tỉnh Bà Rịa - Vũng Tàu. Dự án có phía Bắc và phía Nam giáp đất nhà nước quản lý, phía Đông giáp vịnh Đông Bắc, phía tây giáp đường nối sân bay Cỏ Ống với trung tâm Côn Đảo."
66f8fdef8ac175583333ea45,Khu Đô Thị,Park Town Phú Quốc: Dự án nhà phố và biệt thự tại Phú Quốc,ấp Búng Gội,TP. Phú Quốc,Công ty Cổ phần Tập đoàn Hạ Tầng Đô Thị Corporation,Đang mở bán,34000.0,17/04/2023 5:20 PM,chưa cập nhật,chưa có đánh giá,"Park Town Phú Quốc có vị trí tọa lạc tại ấp Búng Gội, xã Cửa Dương, thành phố Phú Quốc, tỉnh Kiên Giang. Dự án nằm cách trung tâm thành phố Phú Quốc khoảng 10 phút di chuyển và cách sân bay quốc tế Phú Quốc khoảng 30 phút di chuyển."
66f8fdf28ac175583333ea46,Đất Nền Dự Án,King Mall: Dự án khu đô thị thương mại dịch vụ tại Long An,đường DT824,Đức Hòa,Công ty TNHH Annongland,Đang mở bán,30000.0,18/04/2023 10:42 AM,chưa cập nhật,chưa có đánh giá,"King Mall có vị trí tọa lạc ngay trên trục đường DT824, xã Hựu Thạnh, huyện Đức Hòa, tỉnh Long An. Dự án nằm giáp ranh với Hóc Môn và huyện Bình Chánh của TP HCM, từ đó thuận tiện cho việc di chuyển vào trung tâm Sài Gòn thông qua tuyến Tỉnh lộ 10 và đường Trần Văn Giàu."
66f8fdf48ac175583333ea47,Bất Động Sản Nghỉ Dưỡng,Stelia Beach Resort: Dự án khu nghỉ dưỡng tại Phú Yên,lô C1,đường Độc Lập,Công ty Cổ phần Đầu tư và Kinh doanh Nhà Tân Việt An,Đang mở bán,92277.0,18/04/2023 6:23 PM,560.0,5.0,"Stelia Beach Resort có vị trí tọa lạc tại lô C1, đường Độc Lập, phường 9, TP Tuy Hoà, tỉnh Phú Yên. Dự án tiếp giáp với 4 mặt đường, bao gồm 3 trục đường chiến lược của khu vực là đường Độc Lập, Lê Duẩn, Nguyễn Hữu Thọ và một đường quy hoạch mới của TP Tuy Hòa."
